Date,Product Name,Units Sold,Revenue,Inventory Level,Category,Region
2023-12-15,Coffee Table,7,1368.83,43,Furniture,North
2023-12-15,Coffee Table,6,1037.72,36,Furniture,South
2023-12-15,Running Shoes,7,762.09,120,Apparel,North
2023-12-15,Designer Jeans,7,638.96,143,Apparel,North
2023-12-15,Office Desk,3,1073.35,29,Furniture,Central
2023-12-15,SmartPhone X,10,7564.42,96,Electronics,East
2023-12-15,Yoga Mat,9,287.89,74,Health,South
2023-12-15,Office Desk,5,1588.85,40,Furniture,South
2023-12-15,Multivitamins,11,255.9,260,Health,Central
2023-12-15,Ergonomic Chair,7,1915.17,55,Furniture,North
2023-12-15,Protein Powder,6,229.0,218,Health,Central
2023-12-15,Yoga Mat,1,38.24,76,Health,South
2023-12-16,Running Shoes,7,756.68,102,Apparel,Central
2023-12-16,Yoga Mat,2,68.96,98,Health,South
2023-12-16,Wireless Earbuds,3,473.55,129,Electronics,East
2023-12-16,Office Desk,2,657.58,28,Furniture,Central
2023-12-16,SmartPhone X,5,3777.16,84,Electronics,East
2023-12-16,Protein Powder,7,304.29,201,Health,North
2023-12-16,Office Desk,10,3287.64,40,Furniture,Central
2023-12-16,Laptop Pro,1,1159.31,66,Electronics,West
2023-12-16,Multivitamins,6,136.58,262,Health,North
2023-12-16,Protein Powder,9,345.3,219,Health,North
2023-12-16,Yoga Mat,7,234.42,89,Health,East
2023-12-16,Yoga Mat,2,75.4,87,Health,West
2023-12-16,Ergonomic Chair,2,470.92,54,Furniture,East
2023-12-16,Winter Jacket,3,484.54,68,Apparel,North
2023-12-16,Coffee Table,3,589.41,16,Furniture,Central
2023-12-17,Laptop Pro,6,7744.58,68,Electronics,East
2023-12-17,Wireless Earbuds,1,157.52,138,Electronics,Central
2023-12-17,Laptop Pro,1,1229.29,49,Electronics,South
2023-12-17,Laptop Pro,9,11220.38,45,Electronics,West
2023-12-17,Running Shoes,2,222.36,93,Apparel,East
2023-12-17,Laptop Pro,3,3495.4,70,Electronics,Central
2023-12-17,Ergonomic Chair,1,234.73,66,Furniture,East
2023-12-17,Laptop Pro,2,2241.76,47,Electronics,Central
2023-12-17,Office Desk,3,961.24,52,Furniture,East
2023-12-17,Protein Powder,2,73.46,198,Health,West
2023-12-17,Wireless Earbuds,1,157.84,142,Electronics,West
2023-12-17,Ergonomic Chair,3,700.28,58,Furniture,Central
2023-12-17,Protein Powder,9,376.21,208,Health,South
2023-12-17,SmartPhone X,2,1608.3,99,Electronics,South
2023-12-18,Ergonomic Chair,11,2588.6,42,Furniture,East
2023-12-18,Office Desk,3,1072.28,41,Furniture,West
2023-12-18,Running Shoes,9,1140.52,92,Apparel,East
2023-12-18,Office Desk,11,4208.44,48,Furniture,South
2023-12-18,Multivitamins,7,160.88,264,Health,East
2023-12-18,Designer Jeans,7,638.27,134,Apparel,Central
2023-12-18,Yoga Mat,6,189.97,77,Health,North
2023-12-18,Protein Powder,2,79.71,205,Health,North
2023-12-18,SmartPhone X,5,3999.27,79,Electronics,Central
2023-12-18,Winter Jacket,6,1036.55,71,Apparel,West
2023-12-18,Wireless Earbuds,3,431.31,140,Electronics,South
2023-12-18,SmartPhone X,7,5397.52,93,Electronics,Central
2023-12-18,Office Desk,10,3749.45,37,Furniture,North
2023-12-18,Running Shoes,1,116.7,96,Apparel,West
2023-12-18,Winter Jacket,27,3992.59,66,Apparel,North
2023-12-18,SmartPhone X,11,8588.19,93,Electronics,Central
2023-12-18,Designer Jeans,11,968.57,146,Apparel,North
2023-12-18,Protein Powder,5,192.97,212,Health,West
2023-12-18,Wireless Earbuds,5,709.83,131,Electronics,West
2023-12-18,Multivitamins,10,252.36,259,Health,Central
2023-12-18,Coffee Table,2,341.53,31,Furniture,East
2023-12-18,Wireless Earbuds,5,759.16,128,Electronics,East
2023-12-18,Laptop Pro,5,5444.15,52,Electronics,East
2023-12-18,Winter Jacket,3,444.31,73,Apparel,North
2023-12-18,Winter Jacket,6,955.62,84,Apparel,South
2023-12-18,Designer Jeans,3,284.45,133,Apparel,Central
2023-12-18,Office Desk,7,2343.38,27,Furniture,South
2023-12-19,Yoga Mat,7,258.58,76,Health,South
2023-12-19,Yoga Mat,2,70.13,99,Health,West
2023-12-19,Multivitamins,9,224.94,268,Health,North
2023-12-19,Laptop Pro,9,11659.19,45,Electronics,South
2023-12-19,Running Shoes,6,652.29,97,Apparel,South
2023-12-19,Running Shoes,10,1306.74,90,Apparel,North
2023-12-19,Winter Jacket,30,4782.73,66,Apparel,North
2023-12-19,Coffee Table,2,359.35,27,Furniture,West
2023-12-19,Multivitamins,5,121.21,261,Health,Central
2023-12-19,Office Desk,10,3290.45,28,Furniture,North
2023-12-19,Laptop Pro,6,6859.42,52,Electronics,East
2023-12-19,Multivitamins,11,248.27,281,Health,Central
2023-12-19,Winter Jacket,18,2991.41,60,Apparel,Central
2023-12-19,Wireless Earbuds,1,155.62,127,Electronics,Central
2023-12-19,Office Desk,11,3803.62,31,Furniture,North
2023-12-19,Designer Jeans,3,277.23,137,Apparel,North
2023-12-19,Coffee Table,9,1691.5,20,Furniture,South
2023-12-19,Office Desk,5,1629.28,39,Furniture,Central
2023-12-19,Wireless Earbuds,7,1003.79,138,Electronics,East
2023-12-19,Protein Powder,1,36.34,199,Health,North
2023-12-19,Running Shoes,6,718.01,110,Apparel,South
2023-12-20,Wireless Earbuds,1,158.85,150,Electronics,West
2023-12-20,Protein Powder,2,74.59,193,Health,North
2023-12-20,Ergonomic Chair,2,523.26,36,Furniture,North
2023-12-20,Laptop Pro,1,1277.45,46,Electronics,East
2023-12-20,Ergonomic Chair,9,2401.02,53,Furniture,West
2023-12-20,Coffee Table,2,348.63,37,Furniture,Central
2023-12-20,Yoga Mat,7,236.94,97,Health,North
2023-12-20,Yoga Mat,9,331.07,75,Health,North
2023-12-20,Coffee Table,11,1980.39,22,Furniture,Central
2023-12-20,Coffee Table,6,1138.73,35,Furniture,West
2023-12-20,SmartPhone X,2,1500.76,86,Electronics,North
2023-12-20,Protein Powder,3,115.99,216,Health,West
2023-12-20,Running Shoes,2,258.17,117,Apparel,South
2023-12-20,Protein Powder,3,117.79,211,Health,Central
2023-12-20,Running Shoes,1,117.11,108,Apparel,North
2023-12-20,Laptop Pro,10,11186.58,48,Electronics,North
2023-12-20,Office Desk,11,4217.03,40,Furniture,East
2023-12-20,Protein Powder,2,84.21,213,Health,Central
2023-12-20,SmartPhone X,11,8433.76,72,Electronics,West
2023-12-20,Running Shoes,11,1217.15,115,Apparel,North
2023-12-20,Multivitamins,10,242.45,266,Health,Central
2023-12-20,Office Desk,3,993.31,31,Furniture,North
2023-12-20,Coffee Table,7,1231.59,36,Furniture,North
2023-12-20,Laptop Pro,9,11847.87,56,Electronics,North
2023-12-21,Protein Powder,5,185.5,207,Health,West
2023-12-21,Multivitamins,3,78.46,270,Health,Central
2023-12-21,Ergonomic Chair,9,2252.06,37,Furniture,East
2023-12-21,Wireless Earbuds,11,1718.36,127,Electronics,North
2023-12-21,Ergonomic Chair,2,525.7,42,Furniture,South
2023-12-21,Wireless Earbuds,1,153.0,136,Electronics,South
2023-12-21,Running Shoes,5,636.75,108,Apparel,South
2023-12-21,SmartPhone X,3,2608.36,93,Electronics,Central
2023-12-21,Laptop Pro,1,1246.49,60,Electronics,East
2023-12-21,Laptop Pro,11,13150.98,58,Electronics,North
2023-12-21,Running Shoes,2,253.48,105,Apparel,North
2023-12-21,Ergonomic Chair,5,1237.78,42,Furniture,South
2023-12-21,Coffee Table,1,164.61,38,Furniture,Central
2023-12-21,Running Shoes,5,604.9,97,Apparel,West
2023-12-21,Running Shoes,9,1089.21,90,Apparel,West
2023-12-21,Office Desk,6,1972.38,43,Furniture,Central
2023-12-21,Coffee Table,3,510.84,31,Furniture,South
2023-12-21,Office Desk,11,3516.92,42,Furniture,East
2023-12-21,Ergonomic Chair,10,2438.82,56,Furniture,West
2023-12-21,Multivitamins,7,168.9,270,Health,West
2023-12-21,Wireless Earbuds,7,1108.5,132,Electronics,North
2023-12-21,Laptop Pro,11,12238.12,70,Electronics,Central
2023-12-21,Multivitamins,3,72.17,270,Health,North
2023-12-21,Winter Jacket,15,2319.54,77,Apparel,Central
2023-12-21,Running Shoes,3,388.24,109,Apparel,North
2023-12-21,Yoga Mat,7,227.79,70,Health,West
2023-12-22,SmartPhone X,3,2330.7,85,Electronics,North
2023-12-22,Office Desk,7,2601.47,47,Furniture,North
2023-12-22,Ergonomic Chair,10,2443.25,53,Furniture,South
2023-12-22,Yoga Mat,10,379.53,99,Health,South
2023-12-22,Wireless Earbuds,5,714.87,128,Electronics,East
2023-12-22,SmartPhone X,1,816.75,80,Electronics,South
2023-12-22,Designer Jeans,3,293.46,139,Apparel,Central
2023-12-22,Coffee Table,2,385.18,29,Furniture,Central
2023-12-22,Laptop Pro,11,13489.24,56,Electronics,West
2023-12-22,Winter Jacket,30,4826.83,67,Apparel,East
2023-12-22,SmartPhone X,10,7342.67,71,Electronics,West
2023-12-22,Ergonomic Chair,10,2450.41,51,Furniture,Central
2023-12-22,Winter Jacket,18,2906.04,85,Apparel,West
2023-12-22,Office Desk,6,2285.31,27,Furniture,Central
2023-12-22,Winter Jacket,9,1564.59,73,Apparel,Central
2023-12-22,Coffee Table,2,353.52,17,Furniture,East
2023-12-22,SmartPhone X,9,6746.65,79,Electronics,East
2023-12-22,Coffee Table,1,188.33,42,Furniture,West
2023-12-22,Winter Jacket,18,3114.32,80,Apparel,North
2023-12-22,Protein Powder,5,208.49,217,Health,South
2023-12-22,Office Desk,1,359.37,52,Furniture,North
2023-12-22,Designer Jeans,5,485.59,145,Apparel,West
2023-12-22,Winter Jacket,3,523.4,70,Apparel,North
2023-12-23,Wireless Earbuds,6,903.36,135,Electronics,West
2023-12-23,Running Shoes,7,922.91,101,Apparel,North
2023-12-23,Yoga Mat,7,255.48,85,Health,North
2023-12-23,Multivitamins,6,149.82,256,Health,North
2023-12-23,Yoga Mat,6,204.48,84,Health,Central
2023-12-23,Protein Powder,2,80.46,190,Health,North
2023-12-23,Wireless Earbuds,6,855.3,148,Electronics,Central
2023-12-23,Ergonomic Chair,6,1396.19,59,Furniture,West
2023-12-23,Wireless Earbuds,7,1146.64,139,Electronics,North
2023-12-23,Designer Jeans,11,1061.19,136,Apparel,Central
2023-12-23,Ergonomic Chair,10,2521.68,55,Furniture,Central
2023-12-23,Office Desk,10,3613.03,31,Furniture,Central
2023-12-23,Ergonomic Chair,3,792.59,53,Furniture,West
2023-12-23,Protein Powder,5,217.09,192,Health,East
2023-12-23,Office Desk,11,3912.59,42,Furniture,East
2023-12-23,Office Desk,3,1041.42,34,Furniture,East
2023-12-23,Wireless Earbuds,2,271.66,132,Electronics,South
2023-12-23,Coffee Table,2,328.84,45,Furniture,East
2023-12-24,Ergonomic Chair,3,801.48,51,Furniture,Central
2023-12-24,Wireless Earbuds,6,941.9,127,Electronics,Central
2023-12-24,Yoga Mat,7,252.46,84,Health,East
2023-12-24,Protein Powder,9,350.09,210,Health,South
2023-12-24,Coffee Table,1,190.61,28,Furniture,West
2023-12-24,Wireless Earbuds,11,1681.33,123,Electronics,South
2023-12-24,Ergonomic Chair,5,1132.4,39,Furniture,North
2023-12-24,Coffee Table,6,1153.09,21,Furniture,East
2023-12-24,Designer Jeans,9,756.41,130,Apparel,North
2023-12-24,Laptop Pro,1,1115.16,60,Electronics,East
2023-12-24,SmartPhone X,11,8609.22,93,Electronics,North
2023-12-24,Wireless Earbuds,1,149.25,134,Electronics,West
2023-12-24,Yoga Mat,3,95.45,76,Health,North
2023-12-24,Laptop Pro,3,3784.67,55,Electronics,East
2023-12-24,Coffee Table,1,183.91,28,Furniture,Central
2023-12-24,Protein Powder,7,265.26,215,Health,North
2023-12-24,Multivitamins,5,115.22,268,Health,West
2023-12-25,Wireless Earbuds,7,1144.31,150,Electronics,North
2023-12-25,Yoga Mat,7,244.22,84,Health,East
2023-12-25,Multivitamins,11,282.97,284,Health,West
2023-12-25,Running Shoes,9,1108.96,93,Apparel,East
2023-12-25,Protein Powder,7,285.98,197,Health,Central
2023-12-25,SmartPhone X,6,4809.85,84,Electronics,North
2023-12-25,Winter Jacket,6,950.82,57,Apparel,East
2023-12-25,Multivitamins,2,47.05,259,Health,North
2023-12-25,Ergonomic Chair,6,1637.49,47,Furniture,West
2023-12-25,Yoga Mat,1,32.05,96,Health,West
2023-12-25,Designer Jeans,9,859.42,128,Apparel,Central
2023-12-25,Laptop Pro,11,13379.23,60,Electronics,West
2023-12-25,Laptop Pro,1,1126.2,68,Electronics,East
2023-12-25,Coffee Table,11,1806.32,21,Furniture,North
2023-12-25,Wireless Earbuds,5,687.16,139,Electronics,East
2023-12-25,Wireless Earbuds,3,486.67,143,Electronics,South
2023-12-25,SmartPhone X,9,7713.87,86,Electronics,East
2023-12-25,Running Shoes,11,1221.56,108,Apparel,East
2023-12-25,Running Shoes,1,120.7,101,Apparel,West
2023-12-25,Wireless Earbuds,11,1672.93,146,Electronics,East
2023-12-25,Ergonomic Chair,1,260.62,36,Furniture,North
2023-12-25,Multivitamins,5,126.76,282,Health,West
2023-12-25,Protein Powder,6,248.76,191,Health,Central
2023-12-25,Laptop Pro,2,2460.72,71,Electronics,South
2023-12-26,Winter Jacket,3,506.24,60,Apparel,West
2023-12-26,SmartPhone X,2,1478.05,86,Electronics,West
2023-12-26,Coffee Table,5,981.02,35,Furniture,East
2023-12-26,Protein Powder,9,360.69,195,Health,West
2023-12-26,Wireless Earbuds,11,1490.85,135,Electronics,West
2023-12-26,Office Desk,7,2235.88,48,Furniture,North
2023-12-26,Yoga Mat,9,343.54,85,Health,East
2023-12-26,Protein Powder,6,238.3,195,Health,North
2023-12-26,Protein Powder,11,409.88,193,Health,South
2023-12-26,Multivitamins,9,244.92,281,Health,East
2023-12-26,Designer Jeans,10,837.5,136,Apparel,South
2023-12-26,Multivitamins,6,161.4,276,Health,West
2023-12-26,Ergonomic Chair,2,464.05,50,Furniture,Central
2023-12-26,Coffee Table,11,2113.92,41,Furniture,South
2023-12-26,Designer Jeans,5,436.62,124,Apparel,North
2023-12-26,Coffee Table,6,1042.56,26,Furniture,East
2023-12-26,Multivitamins,10,255.44,282,Health,South
2023-12-27,Protein Powder,2,85.42,216,Health,Central
2023-12-27,Office Desk,9,3158.97,28,Furniture,Central
2023-12-27,Laptop Pro,10,12340.18,52,Electronics,East
2023-12-27,Ergonomic Chair,1,245.62,36,Furniture,North
2023-12-27,Yoga Mat,3,110.37,77,Health,Central
2023-12-27,Coffee Table,9,1622.95,39,Furniture,North
2023-12-27,Office Desk,10,3548.54,42,Furniture,South
2023-12-27,Laptop Pro,5,5893.08,69,Electronics,West
2023-12-27,Office Desk,2,723.59,36,Furniture,East
2023-12-27,Coffee Table,1,194.52,37,Furniture,South
2023-12-27,Laptop Pro,9,11290.17,58,Electronics,South
2023-12-27,Yoga Mat,10,333.91,80,Health,West
2023-12-27,Wireless Earbuds,6,913.45,127,Electronics,West
2023-12-27,Winter Jacket,27,3989.75,72,Apparel,Central
2023-12-27,SmartPhone X,11,8573.23,81,Electronics,West
2023-12-27,Multivitamins,11,248.13,257,Health,South
2023-12-27,Office Desk,2,733.61,41,Furniture,East
2023-12-27,Winter Jacket,15,2445.75,83,Apparel,East
2023-12-27,Laptop Pro,10,11547.3,47,Electronics,South
2023-12-27,Winter Jacket,15,2528.77,69,Apparel,East
2023-12-27,Laptop Pro,6,6627.92,70,Electronics,North
2023-12-27,Laptop Pro,3,3682.74,61,Electronics,Central
2023-12-27,Wireless Earbuds,6,910.04,145,Electronics,Central
2023-12-28,Winter Jacket,21,3032.83,73,Apparel,North
2023-12-28,Ergonomic Chair,6,1572.85,62,Furniture,North
2023-12-28,Designer Jeans,1,87.31,124,Apparel,West
2023-12-28,Protein Powder,3,113.66,209,Health,Central
2023-12-28,Laptop Pro,10,12846.73,52,Electronics,West
2023-12-28,Winter Jacket,15,2266.83,71,Apparel,East
2023-12-28,Wireless Earbuds,9,1268.35,125,Electronics,East
2023-12-28,Ergonomic Chair,7,1619.66,54,Furniture,North
2023-12-28,Coffee Table,11,1848.22,28,Furniture,East
2023-12-28,Office Desk,6,2275.37,33,Furniture,North
2023-12-28,Protein Powder,2,76.26,201,Health,South
2023-12-28,Running Shoes,2,261.96,96,Apparel,North
2023-12-28,Wireless Earbuds,1,155.14,143,Electronics,West
2023-12-28,Designer Jeans,1,82.16,126,Apparel,North
2023-12-28,Coffee Table,3,551.55,28,Furniture,East
2023-12-28,Ergonomic Chair,1,247.49,49,Furniture,Central
2023-12-28,SmartPhone X,5,4252.33,77,Electronics,West
2023-12-28,Ergonomic Chair,1,250.68,47,Furniture,South
2023-12-28,Multivitamins,5,123.27,256,Health,Central
2023-12-28,Protein Powder,1,41.71,209,Health,West
2023-12-28,Coffee Table,5,841.79,17,Furniture,West
2023-12-28,Wireless Earbuds,6,877.71,144,Electronics,North
2023-12-28,Coffee Table,10,1630.3,29,Furniture,Central
2023-12-28,Protein Powder,7,263.4,212,Health,West
2023-12-28,Coffee Table,7,1189.16,31,Furniture,South
2023-12-28,Laptop Pro,2,2347.7,55,Electronics,North
2023-12-28,Designer Jeans,2,197.89,124,Apparel,West
2023-12-28,SmartPhone X,10,7604.19,80,Electronics,South
2023-12-28,SmartPhone X,5,4101.0,85,Electronics,East
2023-12-29,Protein Powder,1,37.82,213,Health,North
2023-12-29,Wireless Earbuds,7,1114.89,150,Electronics,South
2023-12-29,Wireless Earbuds,5,710.54,145,Electronics,East
2023-12-29,Yoga Mat,11,377.82,88,Health,South
2023-12-29,Running Shoes,2,261.24,114,Apparel,Central
2023-12-29,Office Desk,3,1154.64,34,Furniture,South
2023-12-29,Laptop Pro,3,3739.78,43,Electronics,Central
2023-12-29,Winter Jacket,18,2888.17,60,Apparel,South
2023-12-29,Coffee Table,9,1768.23,40,Furniture,Central
2023-12-29,Coffee Table,7,1135.97,42,Furniture,South
2023-12-29,SmartPhone X,3,2252.41,97,Electronics,Central
2023-12-29,Coffee Table,11,1790.31,18,Furniture,North
2023-12-29,Ergonomic Chair,6,1584.43,49,Furniture,West
2023-12-29,Coffee Table,10,1904.3,32,Furniture,South
2023-12-29,Ergonomic Chair,7,1895.3,46,Furniture,West
2023-12-29,Office Desk,9,3319.42,50,Furniture,North
2023-12-29,SmartPhone X,10,8310.84,92,Electronics,Central
2023-12-29,Ergonomic Chair,9,2448.81,50,Furniture,West
2023-12-29,Protein Powder,2,86.78,216,Health,Central
2023-12-29,Protein Powder,2,82.13,202,Health,West
2023-12-29,Designer Jeans,3,246.08,149,Apparel,Central
2023-12-29,SmartPhone X,10,7233.57,70,Electronics,South
2023-12-30,Office Desk,7,2650.76,47,Furniture,Central
2023-12-30,Wireless Earbuds,6,831.67,125,Electronics,North
2023-12-30,Winter Jacket,18,3130.48,67,Apparel,East
2023-12-30,Wireless Earbuds,5,813.12,126,Electronics,East
2023-12-30,Ergonomic Chair,5,1177.74,44,Furniture,East
2023-12-30,Winter Jacket,6,1019.28,74,Apparel,Central
2023-12-30,Laptop Pro,10,10931.9,50,Electronics,North
2023-12-30,SmartPhone X,3,2429.16,85,Electronics,West
2023-12-30,Office Desk,3,1022.21,38,Furniture,South
2023-12-30,Yoga Mat,9,324.31,83,Health,North
2023-12-30,Winter Jacket,3,513.95,64,Apparel,East
2023-12-30,SmartPhone X,10,8027.45,94,Electronics,Central
2023-12-30,Yoga Mat,2,64.82,76,Health,South
2023-12-30,Multivitamins,3,79.3,277,Health,South
2023-12-31,Coffee Table,5,983.6,20,Furniture,North
2023-12-31,Wireless Earbuds,3,463.0,149,Electronics,Central
2023-12-31,Designer Jeans,6,496.59,124,Apparel,East
2023-12-31,Laptop Pro,9,11641.12,55,Electronics,North
2023-12-31,Designer Jeans,1,95.5,133,Apparel,North
2023-12-31,Coffee Table,1,171.49,19,Furniture,Central
2023-12-31,Protein Powder,1,42.51,190,Health,North
2023-12-31,Multivitamins,5,134.62,269,Health,Central
2023-12-31,Laptop Pro,6,6945.48,69,Electronics,North
2023-12-31,Designer Jeans,6,494.27,143,Apparel,North
2023-12-31,Protein Powder,9,339.71,187,Health,West
2023-12-31,Designer Jeans,1,89.85,124,Apparel,Central
2023-12-31,Yoga Mat,7,224.31,77,Health,East
2023-12-31,Laptop Pro,6,6919.23,60,Electronics,West
2023-12-31,Designer Jeans,3,251.04,137,Apparel,West
2023-12-31,Running Shoes,9,1051.21,103,Apparel,South
2023-12-31,Coffee Table,9,1508.86,24,Furniture,North
2024-01-01,Running Shoes,2,237.06,105,Apparel,North
2024-01-01,Designer Jeans,6,535.89,144,Apparel,North
2024-01-01,Office Desk,2,731.34,46,Furniture,East
2024-01-01,SmartPhone X,3,2514.5,73,Electronics,North
2024-01-01,Yoga Mat,7,242.73,78,Health,East
2024-01-01,Laptop Pro,4,5000.26,60,Electronics,South
2024-01-01,Office Desk,7,2631.75,32,Furniture,West
2024-01-01,Multivitamins,1,26.14,275,Health,North
2024-01-01,Running Shoes,5,631.26,95,Apparel,East
2024-01-01,Protein Powder,1,40.76,194,Health,North
2024-01-01,Winter Jacket,12,1729.67,73,Apparel,West
2024-01-01,Coffee Table,7,1369.07,16,Furniture,East
2024-01-01,Ergonomic Chair,6,1640.28,40,Furniture,East
2024-01-01,Running Shoes,4,445.43,101,Apparel,Central
2024-01-01,Running Shoes,6,743.57,101,Apparel,South
2024-01-02,Office Desk,2,705.14,37,Furniture,North
2024-01-02,Office Desk,3,998.26,26,Furniture,East
2024-01-02,Winter Jacket,15,2586.86,76,Apparel,West
2024-01-02,Wireless Earbuds,7,1044.95,122,Electronics,South
2024-01-02,Coffee Table,2,343.64,20,Furniture,West
2024-01-02,Coffee Table,5,969.65,22,Furniture,Central
2024-01-02,SmartPhone X,4,3373.85,73,Electronics,South
2024-01-02,Wireless Earbuds,3,461.33,129,Electronics,South
2024-01-02,Running Shoes,1,114.07,115,Apparel,South
2024-01-02,Multivitamins,3,81.75,281,Health,North
2024-01-02,Multivitamins,5,130.03,280,Health,Central
2024-01-02,Designer Jeans,6,545.09,146,Apparel,East
2024-01-02,Wireless Earbuds,2,273.67,150,Electronics,North
2024-01-02,Multivitamins,6,137.55,255,Health,Central
2024-01-02,Wireless Earbuds,3,407.77,142,Electronics,West
2024-01-02,SmartPhone X,5,3718.18,77,Electronics,Central
2024-01-02,Winter Jacket,18,2653.34,62,Apparel,West
2024-01-02,Designer Jeans,3,279.04,126,Apparel,East
2024-01-02,Wireless Earbuds,2,295.53,149,Electronics,West
2024-01-02,Office Desk,5,1730.0,32,Furniture,East
2024-01-02,Protein Powder,3,129.41,189,Health,East
2024-01-02,Office Desk,1,384.85,45,Furniture,North
2024-01-02,Designer Jeans,4,377.07,141,Apparel,South
2024-01-02,Running Shoes,3,388.89,116,Apparel,East
2024-01-02,Ergonomic Chair,4,1087.69,54,Furniture,East
2024-01-02,Office Desk,2,751.62,40,Furniture,North
2024-01-02,Designer Jeans,6,577.36,121,Apparel,West
2024-01-02,Office Desk,4,1524.95,34,Furniture,West
2024-01-03,Winter Jacket,0,0.0,82,Apparel,Central
2024-01-03,Wireless Earbuds,7,1136.47,140,Electronics,South
2024-01-03,Running Shoes,2,259.76,88,Apparel,West
2024-01-03,Designer Jeans,3,284.48,141,Apparel,Central
2024-01-03,SmartPhone X,4,3501.51,91,Electronics,West
2024-01-03,Winter Jacket,18,3078.78,58,Apparel,North
2024-01-03,Wireless Earbuds,7,1056.91,125,Electronics,South
2024-01-03,Protein Powder,4,174.43,210,Health,West
2024-01-03,Winter Jacket,6,867.11,81,Apparel,Central
2024-01-03,Winter Jacket,18,2926.19,69,Apparel,East
2024-01-03,Protein Powder,3,109.0,213,Health,South
2024-01-03,Multivitamins,1,25.61,269,Health,Central
2024-01-03,Designer Jeans,6,567.06,143,Apparel,West
2024-01-03,Ergonomic Chair,0,0.0,36,Furniture,Central
2024-01-03,Coffee Table,2,388.04,45,Furniture,West
2024-01-04,Yoga Mat,1,32.17,73,Health,Central
2024-01-04,Winter Jacket,15,2599.27,60,Apparel,North
2024-01-04,Winter Jacket,21,3076.76,78,Apparel,East
2024-01-04,Multivitamins,4,102.8,262,Health,West
2024-01-04,Winter Jacket,3,526.07,77,Apparel,South
2024-01-04,Running Shoes,3,373.44,105,Apparel,Central
2024-01-04,Running Shoes,3,382.36,97,Apparel,East
2024-01-04,Protein Powder,6,253.83,188,Health,Central
2024-01-04,Office Desk,0,0.0,29,Furniture,North
2024-01-04,Yoga Mat,5,158.97,79,Health,West
2024-01-04,SmartPhone X,6,4538.59,73,Electronics,West
2024-01-04,Designer Jeans,2,174.3,127,Apparel,South
2024-01-04,Yoga Mat,4,146.35,88,Health,South
2024-01-04,Designer Jeans,7,645.28,128,Apparel,North
2024-01-04,Multivitamins,6,156.31,262,Health,North
2024-01-04,Office Desk,1,324.62,51,Furniture,Central
2024-01-05,Wireless Earbuds,4,591.91,143,Electronics,South
2024-01-05,Ergonomic Chair,4,963.79,58,Furniture,Central
2024-01-05,SmartPhone X,0,0.0,84,Electronics,East
2024-01-05,SmartPhone X,2,1541.05,79,Electronics,West
2024-01-05,SmartPhone X,4,3309.35,96,Electronics,West
2024-01-05,Coffee Table,5,950.98,33,Furniture,North
2024-01-05,Coffee Table,3,533.48,35,Furniture,Central
2024-01-05,Coffee Table,3,526.8,18,Furniture,North
2024-01-05,Designer Jeans,6,501.27,144,Apparel,North
2024-01-05,Laptop Pro,0,0.0,47,Electronics,West
2024-01-05,Multivitamins,6,152.03,278,Health,Central
2024-01-05,Ergonomic Chair,4,1063.62,43,Furniture,South
2024-01-05,Coffee Table,5,928.83,21,Furniture,South
2024-01-05,Laptop Pro,0,0.0,63,Electronics,North
2024-01-05,Winter Jacket,0,0.0,81,Apparel,West
2024-01-05,Multivitamins,4,91.31,253,Health,South
2024-01-05,Coffee Table,5,832.94,43,Furniture,North
2024-01-05,Laptop Pro,0,0.0,56,Electronics,North
2024-01-05,Wireless Earbuds,6,894.52,148,Electronics,Central
2024-01-05,Winter Jacket,21,3313.62,73,Apparel,South
2024-01-05,Wireless Earbuds,4,593.9,123,Electronics,Central
2024-01-05,Office Desk,3,1041.43,27,Furniture,West
2024-01-06,Laptop Pro,7,7883.43,70,Electronics,North
2024-01-06,Protein Powder,7,272.33,187,Health,North
2024-01-06,Wireless Earbuds,3,437.86,131,Electronics,West
2024-01-06,Coffee Table,7,1264.9,19,Furniture,North
2024-01-06,Designer Jeans,1,91.32,128,Apparel,North
2024-01-06,SmartPhone X,2,1544.37,92,Electronics,North
2024-01-06,Coffee Table,4,655.51,43,Furniture,Central
2024-01-06,Running Shoes,4,499.37,103,Apparel,North
2024-01-06,Winter Jacket,6,992.9,79,Apparel,South
2024-01-06,Wireless Earbuds,4,587.98,146,Electronics,West
2024-01-06,Yoga Mat,1,34.05,92,Health,North
2024-01-06,Protein Powder,5,193.98,213,Health,Central
2024-01-06,Protein Powder,4,175.47,212,Health,North
2024-01-06,Coffee Table,5,934.2,18,Furniture,Central
2024-01-07,Ergonomic Chair,0,0.0,36,Furniture,Central
2024-01-07,Laptop Pro,7,7875.16,54,Electronics,North
2024-01-07,Running Shoes,4,520.94,104,Apparel,South
2024-01-07,Protein Powder,5,209.81,192,Health,South
2024-01-07,Wireless Earbuds,5,684.67,146,Electronics,Central
2024-01-07,Multivitamins,7,190.97,256,Health,Central
2024-01-07,Designer Jeans,0,0.0,121,Apparel,Central
2024-01-07,Office Desk,5,1814.34,43,Furniture,South
2024-01-07,Winter Jacket,21,3507.44,80,Apparel,South
2024-01-07,Wireless Earbuds,5,823.98,143,Electronics,Central
2024-01-07,Coffee Table,7,1178.34,20,Furniture,Central
2024-01-07,Protein Powder,4,151.53,192,Health,South
